401 Q0 LA030690-0168   1 14.347982 z22shaikAND
418 Q0 LA072389-0042  44  8.223692 z22shaikAND
418 Q0 LA110389-0120  45  8.077083 z22shaikAND
418 Q0 LA091790-0020  46  8.037281 z22shaikAND
418 Q0 LA120690-0136  47  8.033927 z22shaikAND
418 Q0 LA080390-0070  48  7.990033 z22shaikAND
418 Q0 LA082490-0038  49  7.909260 z22shaikAND
418 Q0 LA010790-0121  50  7.867295 z22shaikAND
418 Q0 LA072090-0136  51  7.806471 z22shaikAND
418 Q0 LA052189-0009  52  7.791554 z22shaikAND
418 Q0 LA050489-0034  53  7.457039 z22shaikAND
418 Q0 LA012890-0056  54  7.349872 z22shaikAND
418 Q0 LA072689-0051  55  7.270572 z22shaikAND
418 Q0 LA062889-0123  56  7.047988 z22shaikAND
418 Q0 LA121589-0136  57  6.990135 z22shaikAND
418 Q0 LA110589-0059  58  6.878711 z22shaikAND
418 Q0 LA121589-0198  59  6.854993 z22shaikAND
418 Q0 LA112789-0088  60  6.837750 z22shaikAND
418 Q0 LA042089-0125  61  6.786970 z22shaikAND
418 Q0 LA020589-0188  62  6.749664 z22shaikAND
418 Q0 LA030589-0081  63  6.691867 z22shaikAND
418 Q0 LA040989-0214  64  6.654064 z22shaikAND
418 Q0 LA081789-0054  65  6.640519 z22shaikAND
418 Q0 LA070489-0134  66  6.610502 z22shaikAND
418 Q0 LA030989-0201  67  6.472116 z22shaikAND
418 Q0 LA103089-0049  68  6.463795 z22shaikAND
418 Q0 LA111790-0163  69  6.457132 z22shaikAND
418 Q0 LA050490-0154  70  6.438669 z22shaikAND
418 Q0 LA112890-0102  71  6.408802 z22shaikAND
418 Q0 LA052589-0123  72  6.402896 z22shaikAND
418 Q0 LA010490-0165  73  6.388666 z22shaikAND
418 Q0 LA101589-0072  74  6.387850 z22shaikAND
418 Q0 LA120289-0127  75  6.387850 z22shaikAND
418 Q0 LA091490-0057  76  6.383359 z22shaikAND
418 Q0 LA102789-0184  77  6.377892 z22shaikAND
418 Q0 LA110190-0070  78  6.371476 z22shaikAND
418 Q0 LA072390-0128  79  6.369535 z22shaikAND
418 Q0 LA061089-0086  80  6.335668 z22shaikAND
418 Q0 LA021689-0049  81  6.333281 z22shaikAND
418 Q0 LA101589-0087  82  6.300443 z22shaikAND
418 Q0 LA080690-0117  83  6.298134 z22shaikAND
418 Q0 LA032790-0142  84  6.296978 z22shaikAND
418 Q0 LA050490-0175  85  6.287469 z22shaikAND
418 Q0 LA041690-0032  86  6.287096 z22shaikAND
418 Q0 LA103190-0166  87  6.284219 z22shaikAND
418 Q0 LA041090-0007  88  6.282768 z22shaikAND
418 Q0 LA061190-0110  89  6.278631 z22shaikAND
418 Q0 LA011789-0108  90  6.269980 z22shaikAND
418 Q0 LA030990-0114  91  6.269098 z22shaikAND
418 Q0 LA050990-0010  92  6.263960 z22shaikAND
418 Q0 LA070189-0124  93  6.245215 z22shaikAND
418 Q0 LA041289-0144  94  6.242426 z22shaikAND
418 Q0 LA012989-0073  95  6.241555 z22shaikAND
418 Q0 LA013190-0098  96  6.238456 z22shaikAND
418 Q0 LA070690-0086  97  6.231651 z22shaikAND
418 Q0 LA050589-0177  98  6.230813 z22shaikAND
418 Q0 LA061589-0025  99  6.222142 z22shaikAND
418 Q0 LA080990-0137 100  6.211042 z22shaikAND
419 Q0 LA040190-0174   1 18.179743 z22shaikAND
419 Q0 LA112989-0123   2 14.743670 z22shaikAND
419 Q0 LA093090-0240   3 14.505198 z22shaikAND
419 Q0 LA083090-0178   4 14.459428 z22shaikAND
419 Q0 LA051890-0007   5 14.408894 z22shaikAND
419 Q0 LA030190-0119   6 14.229904 z22shaikAND
419 Q0 LA041890-0125   7 13.488933 z22shaikAND
419 Q0 LA012889-0073   8 13.474435 z22shaikAND
419 Q0 LA022190-0069   9 13.421171 z22shaikAND
419 Q0 LA121389-0085  10 13.255504 z22shaikAND
419 Q0 LA050490-0088  11 13.102967 z22shaikAND
419 Q0 LA031590-0049  12 13.002675 z22shaikAND
419 Q0 LA082390-0088  13 12.910577 z22shaikAND
419 Q0 LA031289-0038  14 12.772458 z22shaikAND
419 Q0 LA083190-0040  15 12.736855 z22shaikAND
419 Q0 LA062190-0077  16 12.704129 z22shaikAND
419 Q0 LA030990-0063  17 12.555534 z22shaikAND
419 Q0 LA092589-0087  18 12.429109 z22shaikAND
419 Q0 LA092890-0131  19 12.428229 z22shaikAND
419 Q0 LA103190-0001  20 12.324968 z22shaikAND
419 Q0 LA111190-0211  21 12.292869 z22shaikAND
419 Q0 LA030690-0054  22 12.277328 z22shaikAND
419 Q0 LA042090-0020  23 12.272047 z22shaikAND
419 Q0 LA100390-0015  24 12.256969 z22shaikAND
419 Q0 LA012990-0014  25 12.232199 z22shaikAND
419 Q0 LA042290-0111  26 12.120622 z22shaikAND
419 Q0 LA071389-0186  27 11.937486 z22shaikAND
419 Q0 LA101090-0142  28 11.860079 z22shaikAND
419 Q0 LA031189-0060  29 11.618028 z22shaikAND
419 Q0 LA042389-0094  30 11.587160 z22shaikAND
419 Q0 LA092489-0138  31 11.372979 z22shaikAND
419 Q0 LA112590-0148  32 11.305352 z22shaikAND
419 Q0 LA082389-0065  33 11.272905 z22shaikAND
419 Q0 LA041089-0085  34 11.226283 z22shaikAND
419 Q0 LA011090-0112  35 11.116514 z22shaikAND
419 Q0 LA061490-0174  36 11.001326 z22shaikAND
419 Q0 LA040989-0222  37 10.844947 z22shaikAND
419 Q0 LA090189-0104  38 10.724245 z22shaikAND
419 Q0 LA082990-0128  39 10.665052 z22shaikAND
419 Q0 LA092090-0062  40 10.646701 z22shaikAND
419 Q0 LA113090-0072  41 10.539104 z22shaikAND
419 Q0 LA101189-0085  42 10.381904 z22shaikAND
419 Q0 LA022389-0074  43 10.375378 z22shaikAND
419 Q0 LA063089-0127  44 10.205358 z22shaikAND
419 Q0 LA102090-0162  45 10.177640 z22shaikAND
419 Q0 LA053089-0093  46 10.169992 z22shaikAND
419 Q0 LA051389-0139  47 10.166936 z22shaikAND
419 Q0 LA031289-0081  48 10.163099 z22shaikAND
419 Q0 LA081990-0097  49 10.162590 z22shaikAND
419 Q0 LA080389-0097  50 10.135912 z22shaikAND
419 Q0 LA060189-0075  51 10.109843 z22shaikAND
419 Q0 LA051390-0200  52 10.093524 z22shaikAND
419 Q0 LA012690-0008  53 10.072925 z22shaikAND
419 Q0 LA021890-0170  54 10.072589 z22shaikAND
419 Q0 LA052690-0069  55 10.067334 z22shaikAND
419 Q0 LA070289-0106  56 10.067099 z22shaikAND
419 Q0 LA092890-0057  57 10.059517 z22shaikAND
419 Q0 LA093090-0239  58 10.052397 z22shaikAND
419 Q0 LA080690-0080  59 10.046417 z22shaikAND
419 Q0 LA082390-0252  60 10.041172 z22shaikAND
419 Q0 LA081990-0134  61 10.036730 z22shaikAND
419 Q0 LA052390-0129  62 10.016847 z22shaikAND
419 Q0 LA011290-0042  63 10.009873 z22shaikAND
419 Q0 LA081990-0222  64  9.996537 z22shaikAND
419 Q0 LA051290-0033  65  9.995522 z22shaikAND
419 Q0 LA030290-0103  66  9.984986 z22shaikAND
419 Q0 LA010590-0193  67  9.978068 z22shaikAND
419 Q0 LA071689-0103  68  9.977157 z22shaikAND
419 Q0 LA081990-0087  69  9.965984 z22shaikAND
419 Q0 LA042290-0216  70  9.965069 z22shaikAND
419 Q0 LA032389-0081  71  9.963950 z22shaikAND
419 Q0 LA100890-0050  72  9.962421 z22shaikAND
419 Q0 LA040890-0151  73  9.961208 z22shaikAND
419 Q0 LA081990-0189  74  9.956560 z22shaikAND
419 Q0 LA020990-0128  75  9.926674 z22shaikAND
419 Q0 LA081990-0220  76  9.911334 z22shaikAND
419 Q0 LA080190-0067  77  9.888762 z22shaikAND
419 Q0 LA032590-0142  78  9.883799 z22shaikAND
419 Q0 LA082190-0052  79  9.864422 z22shaikAND
419 Q0 LA021989-0171  80  9.858984 z22shaikAND
419 Q0 LA060290-0083  81  9.842009 z22shaikAND
419 Q0 LA082290-0058  82  9.836024 z22shaikAND
419 Q0 LA061490-0132  83  9.835947 z22shaikAND
419 Q0 LA040289-0213  84  9.834806 z22shaikAND
419 Q0 LA120189-0137  85  9.831420 z22shaikAND
419 Q0 LA072290-0050  86  9.825904 z22shaikAND
419 Q0 LA012590-0214  87  9.819983 z22shaikAND
419 Q0 LA100189-0186  88  9.819544 z22shaikAND
419 Q0 LA041990-0026  89  9.809676 z22shaikAND
419 Q0 LA041790-0033  90  9.802422 z22shaikAND
419 Q0 LA100490-0065  91  9.799593 z22shaikAND
419 Q0 LA050890-0014  92  9.796522 z22shaikAND
419 Q0 LA021390-0153  93  9.796421 z22shaikAND
419 Q0 LA090690-0118  94  9.791202 z22shaikAND
419 Q0 LA021190-0219  95  9.778677 z22shaikAND
419 Q0 LA081290-0087  96  9.775515 z22shaikAND
419 Q0 LA120790-0053  97  9.773074 z22shaikAND
419 Q0 LA120789-0133  98  9.772950 z22shaikAND
419 Q0 LA110190-0054  99  9.771394 z22shaikAND
419 Q0 LA090289-0013 100  9.760310 z22shaikAND
420 Q0 LA121590-0108   1 33.768662 z22shaikAND
420 Q0 LA010489-0041   2 30.033516 z22shaikAND
420 Q0 LA012489-0059   3 29.191420 z22shaikAND
420 Q0 LA121890-0152   4 28.846437 z22shaikAND
420 Q0 LA112990-0231   5 27.984388 z22shaikAND
420 Q0 LA121289-0035   6 27.855424 z22shaikAND
420 Q0 LA030389-0055   7 27.625565 z22shaikAND
420 Q0 LA010389-0040   8 27.282100 z22shaikAND
420 Q0 LA122189-0163   9 26.185099 z22shaikAND
420 Q0 LA011989-0129  10 25.992364 z22shaikAND
420 Q0 LA060989-0102  11 25.728001 z22shaikAND
420 Q0 LA112789-0026  12 25.235669 z22shaikAND
420 Q0 LA010390-0086  13 25.177584 z22shaikAND
420 Q0 LA120789-0075  14 24.862703 z22shaikAND
420 Q0 LA090290-0177  15 24.515614 z22shaikAND
420 Q0 LA121389-0123  16 23.480211 z22shaikAND
420 Q0 LA120889-0040  17 23.040881 z22shaikAND
420 Q0 LA011690-0088  18 22.629135 z22shaikAND
420 Q0 LA081690-0244  19 22.543871 z22shaikAND
420 Q0 LA010589-0033  20 22.524997 z22shaikAND
420 Q0 LA032989-0021  21 22.274843 z22shaikAND
420 Q0 LA061489-0135  22 22.274843 z22shaikAND
420 Q0 LA042990-0140  23 22.224455 z22shaikAND
420 Q0 LA121990-0004  24 22.122918 z22shaikAND
420 Q0 LA011390-0151  25 21.699212 z22shaikAND
420 Q0 LA081490-0030  26 21.501594 z22shaikAND
420 Q0 LA121590-0131  27 21.132355 z22shaikAND
420 Q0 LA121690-0122  28 21.084181 z22shaikAND
420 Q0 LA082590-0024  29 20.548266 z22shaikAND
420 Q0 LA072089-0139  30 19.935830 z22shaikAND
420 Q0 LA071790-0100  31 19.720602 z22shaikAND
420 Q0 LA101590-0075  32 19.376898 z22shaikAND
420 Q0 LA050589-0080  33 18.935181 z22shaikAND
420 Q0 LA073190-0154  34 18.864824 z22shaikAND
420 Q0 LA010590-0047  35 18.682936 z22shaikAND
420 Q0 LA022189-0123  36 18.660659 z22shaikAND
420 Q0 LA042789-0047  37 18.638916 z22shaikAND
420 Q0 LA031489-0124  38 18.638435 z22shaikAND
420 Q0 LA110190-0045  39 18.440775 z22shaikAND
420 Q0 LA092590-0140  40 18.419072 z22shaikAND
420 Q0 LA020689-0022  41 18.354266 z22shaikAND
420 Q0 LA101789-0049  42 17.863537 z22shaikAND
420 Q0 LA040390-0017  43 17.590935 z22shaikAND
420 Q0 LA061490-0138  44 17.280162 z22shaikAND
420 Q0 LA111690-0087  45 17.173306 z22shaikAND
420 Q0 LA091190-0076  46 17.056090 z22shaikAND
420 Q0 LA012690-0020  47 17.054195 z22shaikAND
420 Q0 LA091290-0071  48 16.990807 z22shaikAND
420 Q0 LA052290-0049  49 16.862656 z22shaikAND
420 Q0 LA050490-0208  50 16.614985 z22shaikAND
420 Q0 LA082390-0189  51 16.614985 z22shaikAND
420 Q0 LA122790-0125  52 16.489544 z22shaikAND
420 Q0 LA040290-0016  53 16.462199 z22shaikAND
420 Q0 LA071789-0107  54 16.410413 z22shaikAND
420 Q0 LA120389-0074  55 16.182630 z22shaikAND
420 Q0 LA121089-0235  56 15.970609 z22shaikAND
420 Q0 LA061090-0203  57 15.730317 z22shaikAND
420 Q0 LA102989-0059  58 15.718173 z22shaikAND
420 Q0 LA091589-0037  59 15.493726 z22shaikAND
420 Q0 LA022190-0031  60 15.326814 z22shaikAND
420 Q0 LA111289-0222  61 15.303187 z22shaikAND
420 Q0 LA051490-0012  62 15.094042 z22shaikAND
420 Q0 LA030390-0140  63 14.895360 z22shaikAND
420 Q0 LA111190-0238  64 14.627616 z22shaikAND
420 Q0 LA081789-0038  65 14.441762 z22shaikAND
420 Q0 LA030690-0102  66 14.336700 z22shaikAND
420 Q0 LA121890-0088  67 14.168201 z22shaikAND
420 Q0 LA122990-0002  68 14.154406 z22shaikAND
420 Q0 LA071989-0138  69 14.128849 z22shaikAND
420 Q0 LA062289-0221  70 13.952500 z22shaikAND
420 Q0 LA092889-0159  71 13.780499 z22shaikAND
420 Q0 LA102990-0085  72 13.672149 z22shaikAND
420 Q0 LA111989-0195  73 13.592984 z22shaikAND
420 Q0 LA050689-0126  74 13.503811 z22shaikAND
420 Q0 LA090590-0118  75 13.164085 z22shaikAND
420 Q0 LA050689-0071  76 12.596500 z22shaikAND
420 Q0 LA033090-0006  77 12.523379 z22shaikAND
420 Q0 LA021689-0102  78 12.433831 z22shaikAND
420 Q0 LA082089-0107  79 12.377107 z22shaikAND
420 Q0 LA090790-0067  80 12.365063 z22shaikAND
420 Q0 LA100390-0028  81 12.239349 z22shaikAND
420 Q0 LA122689-0070  82 12.231003 z22shaikAND
420 Q0 LA062090-0024  83 11.931421 z22shaikAND
420 Q0 LA052890-0017  84 11.868084 z22shaikAND
420 Q0 LA030190-0074  85 11.846312 z22shaikAND
420 Q0 LA092189-0141  86 11.552691 z22shaikAND
420 Q0 LA022289-0067  87 11.451252 z22shaikAND
420 Q0 LA022590-0076  88 11.421062 z22shaikAND
420 Q0 LA081090-0003  89 11.401198 z22shaikAND
420 Q0 LA051790-0074  90 11.347435 z22shaikAND
420 Q0 LA012989-0113  91 11.302391 z22shaikAND
420 Q0 LA040490-0120  92 11.274515 z22shaikAND
420 Q0 LA060490-0070  93 11.095157 z22shaikAND
420 Q0 LA091889-0044  94 11.041473 z22shaikAND
420 Q0 LA012090-0099  95 10.946638 z22shaikAND
420 Q0 LA061889-0037  96 10.935476 z22shaikAND
420 Q0 LA051990-0139  97 10.689453 z22shaikAND
420 Q0 LA061589-0134  98 10.681246 z22shaikAND
420 Q0 LA121990-0101  99 10.619798 z22shaikAND
420 Q0 LA010390-0113 100 10.583887 z22shaikAND
421 Q0 LA031289-0073   1 18.941567 z22shaikAND
421 Q0 LA070889-0022   2 18.872423 z22shaikAND
421 Q0 LA040790-0126   3 18.774749 z22shaikAND
421 Q0 LA061889-0180   4 18.558190 z22shaikAND
421 Q0 LA101190-0013   5 18.268781 z22shaikAND
421 Q0 LA062989-0089   6 18.241062 z22shaikAND
421 Q0 LA080690-0077   7 18.128646 z22shaikAND
421 Q0 LA080189-0091   8 17.969956 z22shaikAND
421 Q0 LA111190-0219   9 17.883144 z22shaikAND
421 Q0 LA071689-0024  10 17.804160 z22shaikAND
421 Q0 LA080690-0002  11 17.739449 z22shaikAND
421 Q0 LA070290-0101  12 17.620002 z22shaikAND
421 Q0 LA081089-0085  13 17.574826 z22shaikAND
421 Q0 LA032090-0113  14 17.503427 z22shaikAND
421 Q0 LA021489-0050  15 17.482264 z22shaikAND
421 Q0 LA081589-0008  16 17.316858 z22shaikAND
421 Q0 LA041589-0108  17 17.312047 z22shaikAND
421 Q0 LA120590-0094  18 17.256131 z22shaikAND
421 Q0 LA072490-0132  19 17.177240 z22shaikAND
421 Q0 LA120790-0023  20 17.103249 z22shaikAND
421 Q0 LA072190-0074  21 16.898162 z22shaikAND
421 Q0 LA122489-0217  22 16.792096 z22shaikAND
421 Q0 LA092390-0194  23 16.722927 z22shaikAND
421 Q0 LA051190-0071  24 16.660723 z22shaikAND
421 Q0 LA081590-0081  25 16.518759 z22shaikAND
421 Q0 LA081390-0027  26 16.447189 z22shaikAND
421 Q0 LA043089-0055  27 16.337070 z22shaikAND
421 Q0 LA031289-0038  28 16.236007 z22shaikAND
421 Q0 LA072389-0057  29 16.173496 z22shaikAND
421 Q0 LA120790-0184  30 16.054754 z22shaikAND
421 Q0 LA011290-0034  31 16.036868 z22shaikAND
421 Q0 LA042590-0106  32 16.026641 z22shaikAND
421 Q0 LA121389-0085  33 16.006507 z22shaikAND
421 Q0 LA081590-0017  34 15.995961 z22shaikAND
421 Q0 LA040690-0132  35 15.977112 z22shaikAND
421 Q0 LA041190-0138  36 15.838053 z22shaikAND
421 Q0 LA031489-0127  37 15.807278 z22shaikAND
421 Q0 LA020789-0026  38 15.782136 z22shaikAND
421 Q0 LA072689-0051  39 15.781598 z22shaikAND
421 Q0 LA032389-0108  40 15.762220 z22shaikAND
421 Q0 LA121690-0069  41 15.742121 z22shaikAND
421 Q0 LA020989-0101  42 15.735486 z22shaikAND
421 Q0 LA091290-0106  43 15.667201 z22shaikAND
421 Q0 LA031190-0035  44 15.580432 z22shaikAND
421 Q0 LA062190-0077  45 15.574290 z22shaikAND
421 Q0 LA091690-0090  46 15.480272 z22shaikAND
421 Q0 LA081690-0071  47 15.411527 z22shaikAND
421 Q0 LA061589-0093  48 15.348830 z22shaikAND
421 Q0 LA051489-0071  49 15.315636 z22shaikAND
421 Q0 LA102989-0130  50 15.296939 z22shaikAND
421 Q0 LA101289-0106  51 15.272880 z22shaikAND
421 Q0 LA122390-0209  52 15.241359 z22shaikAND
421 Q0 LA042990-0124  53 15.223785 z22shaikAND
421 Q0 LA070989-0131  54 15.203381 z22shaikAND
421 Q0 LA081990-0134  55 15.141958 z22shaikAND
421 Q0 LA032289-0146  56 15.081470 z22shaikAND
421 Q0 LA081889-0084  57 14.990385 z22shaikAND
421 Q0 LA073189-0071  58 14.964613 z22shaikAND
421 Q0 LA021490-0053  59 14.963528 z22shaikAND
421 Q0 LA121190-0018  60 14.961727 z22shaikAND
421 Q0 LA093090-0238  61 14.958551 z22shaikAND
421 Q0 LA041190-0033  62 14.944946 z22shaikAND
421 Q0 LA093090-0173  63 14.944525 z22shaikAND
421 Q0 LA090990-0194  64 14.929865 z22shaikAND
421 Q0 LA101289-0013  65 14.911605 z22shaikAND
421 Q0 LA051189-0186  66 14.887311 z22shaikAND
421 Q0 LA042290-0130  67 14.884995 z22shaikAND
421 Q0 LA050990-0107  68 14.875500 z22shaikAND
421 Q0 LA072389-0036  69 14.816608 z22shaikAND
421 Q0 LA061589-0134  70 14.796459 z22shaikAND
421 Q0 LA083089-0074  71 14.756201 z22shaikAND
421 Q0 LA122289-0012  72 14.754271 z22shaikAND
421 Q0 LA040890-0161  73 14.707090 z22shaikAND
421 Q0 LA031190-0048  74 14.605768 z22shaikAND
421 Q0 LA053190-0242  75 14.555046 z22shaikAND
421 Q0 LA012490-0078  76 14.527952 z22shaikAND
421 Q0 LA093090-0107  77 14.525640 z22shaikAND
421 Q0 LA071289-0008  78 14.483698 z22shaikAND
421 Q0 LA090590-0071  79 14.451361 z22shaikAND
421 Q0 LA093090-0122  80 14.432129 z22shaikAND
421 Q0 LA060489-0039  81 14.386439 z22shaikAND
421 Q0 LA050789-0119  82 14.362013 z22shaikAND
421 Q0 LA062589-0146  83 14.331006 z22shaikAND
421 Q0 LA042090-0103  84 14.295646 z22shaikAND
421 Q0 LA070189-0005  85 14.287868 z22shaikAND
421 Q0 LA112490-0151  86 14.259785 z22shaikAND
421 Q0 LA071590-0142  87 14.249564 z22shaikAND
421 Q0 LA051890-0007  88 14.248425 z22shaikAND
421 Q0 LA091489-0107  89 14.207403 z22shaikAND
421 Q0 LA050490-0087  90 14.174553 z22shaikAND
421 Q0 LA102190-0169  91 14.164390 z22shaikAND
421 Q0 LA082990-0122  92 14.119696 z22shaikAND
421 Q0 LA062189-0108  93 14.098137 z22shaikAND
421 Q0 LA040590-0027  94 14.086185 z22shaikAND
421 Q0 LA091989-0044  95 14.077300 z22shaikAND
421 Q0 LA121289-0069  96 14.064869 z22shaikAND
421 Q0 LA122890-0132  97 14.034659 z22shaikAND
421 Q0 LA071290-0071  98 14.032086 z22shaikAND
421 Q0 LA061589-0121  99 13.983978 z22shaikAND
421 Q0 LA050289-0063 100 13.960527 z22shaikAND
422 Q0 LA062890-0110   1 18.018892 z22shaikAND
422 Q0 LA053090-0014   2 13.684012 z22shaikAND
422 Q0 LA062290-0062   3 13.197322 z22shaikAND
422 Q0 LA032090-0091   4 13.016637 z22shaikAND
422 Q0 LA032489-0069   5 12.694624 z22shaikAND
422 Q0 LA062690-0167   6 12.566945 z22shaikAND
422 Q0 LA051889-0110   7 12.542934 z22shaikAND
422 Q0 LA010390-0051   8 12.511881 z22shaikAND
422 Q0 LA041989-0007   9 12.431643 z22shaikAND
422 Q0 LA121289-0148  10 12.419699 z22shaikAND
422 Q0 LA091390-0023  11 12.386509 z22shaikAND
422 Q0 LA040490-0103  12 12.377650 z22shaikAND
422 Q0 LA110789-0019  13 12.357091 z22shaikAND
422 Q0 LA120189-0116  14 12.304175 z22shaikAND
422 Q0 LA062090-0083  15 12.263625 z22shaikAND
422 Q0 LA030990-0115  16 12.190635 z22shaikAND
422 Q0 LA110690-0009  17 12.140152 z22shaikAND
422 Q0 LA032990-0225  18 12.109168 z22shaikAND
422 Q0 LA101489-0065  19 12.103401 z22shaikAND
422 Q0 LA060189-0187  20 12.082806 z22shaikAND
422 Q0 LA042190-0125  21 12.053000 z22shaikAND
422 Q0 LA113089-0050  22 12.018658 z22shaikAND
422 Q0 LA013089-0103  23 11.966823 z22shaikAND
422 Q0 LA021390-0148  24 11.958554 z22shaikAND
422 Q0 LA090590-0020  25 11.956663 z22shaikAND
422 Q0 LA081389-0162  26 11.940865 z22shaikAND
422 Q0 LA061990-0049  27 11.886509 z22shaikAND
422 Q0 LA092290-0003  28 11.872777 z22shaikAND
422 Q0 LA051490-0025  29 11.737813 z22shaikAND
422 Q0 LA061990-0051  30 11.685776 z22shaikAND
422 Q0 LA091990-0164  31 11.577029 z22shaikAND
422 Q0 LA032190-0154  32 11.537786 z22shaikAND
422 Q0 LA031590-0166  33 11.516249 z22shaikAND
422 Q0 LA082090-0071  34 11.459678 z22shaikAND
422 Q0 LA032590-0134  35 11.398483 z22shaikAND
422 Q0 LA120289-0170  36 11.259206 z22shaikAND
422 Q0 LA062990-0029  37 11.255570 z22shaikAND
422 Q0 LA062190-0236  38 11.081324 z22shaikAND
422 Q0 LA081790-0069  39 11.073706 z22shaikAND
422 Q0 LA031390-0138  40 11.056620 z22shaikAND
422 Q0 LA060190-0020  41 11.042711 z22shaikAND
422 Q0 LA073089-0099  42 11.038773 z22shaikAND
422 Q0 LA083090-0180  43 11.014762 z22shaikAND
422 Q0 LA070690-0089  44 11.000006 z22shaikAND
422 Q0 LA030490-0037  45 10.982568 z22shaikAND
422 Q0 LA072289-0002  46 10.926361 z22shaikAND
422 Q0 LA122789-0037  47 10.865881 z22shaikAND
422 Q0 LA120690-0256  48 10.717141 z22shaikAND
422 Q0 LA051689-0128  49 10.696805 z22shaikAND
422 Q0 LA073089-0145  50 10.635736 z22shaikAND
422 Q0 LA082190-0102  51 10.596151 z22shaikAND
422 Q0 LA070590-0195  52 10.502619 z22shaikAND
422 Q0 LA110890-0210  53 10.494898 z22shaikAND
422 Q0 LA072590-0146  54 10.435495 z22shaikAND
422 Q0 LA073190-0049  55 10.415433 z22shaikAND
422 Q0 LA090289-0096  56 10.376662 z22shaikAND
422 Q0 LA040290-0123  57 10.372582 z22shaikAND
422 Q0 LA022389-0077  58 10.333694 z22shaikAND
422 Q0 LA100990-0019  59 10.244379 z22shaikAND
422 Q0 LA113089-0142  60 10.172122 z22shaikAND
422 Q0 LA071590-0063  61 10.130343 z22shaikAND
422 Q0 LA010990-0001  62 10.109597 z22shaikAND
422 Q0 LA101089-0074  63 10.067911 z22shaikAND
422 Q0 LA061389-0090  64 10.053933 z22shaikAND
422 Q0 LA091389-0057  65 10.022899 z22shaikAND
422 Q0 LA100389-0138  66 10.007423 z22shaikAND
422 Q0 LA070890-0205  67  9.991465 z22shaikAND
422 Q0 LA071090-0111  68  9.987554 z22shaikAND
422 Q0 LA020990-0116  69  9.969826 z22shaikAND
422 Q0 LA010290-0023  70  9.947032 z22shaikAND
422 Q0 LA040389-0033  71  9.927057 z22shaikAND
422 Q0 LA112389-0122  72  9.899370 z22shaikAND
422 Q0 LA121490-0102  73  9.830275 z22shaikAND
422 Q0 LA100189-0080  74  9.738705 z22shaikAND
422 Q0 LA042990-0238  75  9.678702 z22shaikAND
422 Q0 LA041790-0121  76  9.671852 z22shaikAND
422 Q0 LA072690-0114  77  9.643258 z22shaikAND
422 Q0 LA062690-0089  78  9.638927 z22shaikAND
422 Q0 LA112290-0081  79  9.605612 z22shaikAND
422 Q0 LA092489-0079  80  9.601275 z22shaikAND
422 Q0 LA121389-0083  81  9.580107 z22shaikAND
422 Q0 LA031989-0036  82  9.445056 z22shaikAND
422 Q0 LA120589-0107  83  9.436101 z22shaikAND
422 Q0 LA052090-0164  84  9.396624 z22shaikAND
422 Q0 LA102190-0021  85  9.390396 z22shaikAND
422 Q0 LA062090-0064  86  9.346841 z22shaikAND
422 Q0 LA111790-0096  87  9.332918 z22shaikAND
422 Q0 LA051890-0164  88  9.230473 z22shaikAND
422 Q0 LA082689-0125  89  9.186149 z22shaikAND
422 Q0 LA072589-0123  90  9.121309 z22shaikAND
422 Q0 LA123189-0053  91  9.111960 z22shaikAND
422 Q0 LA051189-0064  92  9.065249 z22shaikAND
422 Q0 LA112889-0116  93  9.058309 z22shaikAND
422 Q0 LA031989-0042  94  9.036339 z22shaikAND
422 Q0 LA113089-0096  95  8.934925 z22shaikAND
422 Q0 LA050589-0074  96  8.925636 z22shaikAND
422 Q0 LA040889-0053  97  8.907176 z22shaikAND
422 Q0 LA090189-0083  98  8.905196 z22shaikAND
422 Q0 LA061590-0058  99  8.890346 z22shaikAND
422 Q0 LA070990-0048 100  8.853317 z22shaikAND
424 Q0 LA072689-0058   1  9.482151 z22shaikAND
424 Q0 LA103190-0037   2  9.467384 z22shaikAND
424 Q0 LA101890-0241   3  9.349830 z22shaikAND
424 Q0 LA110289-0120   4  9.303995 z22shaikAND
424 Q0 LA103090-0183   5  9.285094 z22shaikAND
424 Q0 LA052890-0009   6  9.273384 z22shaikAND
424 Q0 LA042590-0171   7  9.259310 z22shaikAND
424 Q0 LA070989-0115   8  9.242896 z22shaikAND
424 Q0 LA101390-0121   9  9.110162 z22shaikAND
424 Q0 LA121590-0063  10  9.089098 z22shaikAND
424 Q0 LA110190-0258  11  9.087749 z22shaikAND
424 Q0 LA121390-0235  12  9.012509 z22shaikAND
424 Q0 LA061690-0004  13  8.989554 z22shaikAND
424 Q0 LA031689-0099  14  8.964356 z22shaikAND
424 Q0 LA061190-0030  15  8.927811 z22shaikAND
424 Q0 LA040490-0154  16  8.891995 z22shaikAND
424 Q0 LA122189-0176  17  8.891824 z22shaikAND
424 Q0 LA060690-0053  18  8.888979 z22shaikAND
424 Q0 LA010989-0098  19  8.865024 z22shaikAND
424 Q0 LA012789-0022  20  8.851684 z22shaikAND
